ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q40371364,Third Nubar Pasha Cabinet,1894-04-15,11,,,1895-11-12,11,,,,,,,Q40371353,Third Mustafa Riad Pasha Cabinet,Q40371380,Third Mustafa Fahmi Pasha Cabinet
,Q40371380,Third Mustafa Fahmi Pasha Cabinet,1895-11-12,11,,,1908-11-11,11,,,,,,,Q40371364,Third Nubar Pasha Cabinet,Q40371393,Boutros Ghali Cabinet
,Q40371393,Boutros Ghali Cabinet,1908-11-12,11,,,1910-02-21,11,,,,,,,Q40371380,Third Mustafa Fahmi Pasha Cabinet,Q40371410,First Muhammad Said Pasha Cabinet
,Q40371410,First Muhammad Said Pasha Cabinet,1910-02-23,11,,,1914-04-05,11,,,,,,,Q40371393,Boutros Ghali Cabinet,Q40371425,First Husayn Rushdi Cabinet
,Q40371425,First Husayn Rushdi Cabinet,1914-04-05,11,,,1914-12-19,11,,,,,,,Q40371410,First Muhammad Said Pasha Cabinet,Q40371447,Second Husayn Rushdi Cabinet
,Q40371447,Second Husayn Rushdi Cabinet,1914-12-19,11,,,1917-10-09,11,,,,,,,Q40371425,First Husayn Rushdi Cabinet,Q40371479,Third Husayn Rushdi Cabinet
,Q40371479,Third Husayn Rushdi Cabinet,1917-10-10,11,,,1919-04-09,11,,,,,,,Q40371447,Second Husayn Rushdi Cabinet,Q40371493,Fourth Husayn Rushdi Cabinet
,Q40371493,Fourth Husayn Rushdi Cabinet,1919-04-09,11,,,1919-04-22,11,,,,,,,Q40371479,Third Husayn Rushdi Cabinet,Q40371508,Second Muhammad Said Pasha Cabinet
,Q40371508,Second Muhammad Said Pasha Cabinet,1919-05-20,11,,,1919-11-20,11,,,,,,,Q40371493,Fourth Husayn Rushdi Cabinet,Q40371524,Youssef Wahba Cabinet
,Q40371524,Youssef Wahba Cabinet,1919-11-20,11,,,1920-05-21,11,,,,,,,Q40371508,Second Muhammad Said Pasha Cabinet,Q41796050,First Muhammad Tawfiq Nasim Pasha Cabinet
,Q41796050,First Muhammad Tawfiq Nasim Pasha Cabinet,1920-05-21,11,,,1921-03-16,11,,,,,,,Q40371524,Youssef Wahba Cabinet,Q41796052,First ʿAdli Yakan Cabinet
,Q41796052,First ʿAdli Yakan Cabinet,1921-03-16,11,,,1921-12-24,11,,,,,,,Q41796050,First Muhammad Tawfiq Nasim Pasha Cabinet,Q41796053,First ʿAbd al-Khaliq Tharwat Cabinet
,Q41796053,First ʿAbd al-Khaliq Tharwat Cabinet,1922-03-01,11,,,1922-11-29,11,,,,,,,Q41796052,First ʿAdli Yakan Cabinet,Q41796054,Second Muhammad Tawfiq Nasim Pasha Cabinet
,Q41796054,Second Muhammad Tawfiq Nasim Pasha Cabinet,1922-11-30,11,,,1923-02-09,11,,,,,,,Q41796053,First ʿAbd al-Khaliq Tharwat Cabinet,Q41796055,Yahya Ibrahim Pasha Cabinet
,Q41796055,Yahya Ibrahim Pasha Cabinet,1923-03-15,11,,,1924-01-27,11,,,,,,,Q41796054,Second Muhammad Tawfiq Nasim Pasha Cabinet,Q41796056,Saad Zaghloul Cabinet
,Q41796056,Saad Zaghloul Cabinet,1924-01-28,11,,,1924-11-24,11,,,,,,,Q41796055,Yahya Ibrahim Pasha Cabinet,Q41796057,First Ahmad Ziwar Cabinet
,Q41796057,First Ahmad Ziwar Cabinet,1924-11-24,11,,,1925-03-13,11,,,,,,,Q41796056,Saad Zaghloul Cabinet,Q41796058,Second Ahmad Ziwar Cabinet
,Q41796058,Second Ahmad Ziwar Cabinet,1925-03-13,11,,,1926-06-07,11,,,,,,,Q41796057,First Ahmad Ziwar Cabinet,Q41796059,Second ʿAdli Yakan Cabinet
,Q41796059,Second ʿAdli Yakan Cabinet,1926-06-07,11,,,1927-04-21,11,,,,,,,Q41796058,Second Ahmad Ziwar Cabinet,Q41796060,Second ʿAbd al-Khaliq Tharwat Cabinet
,Q41796060,Second ʿAbd al-Khaliq Tharwat Cabinet,1927-04-25,11,,,1928-03-16,11,,,,,,,Q41796059,Second ʿAdli Yakan Cabinet,Q41796061,First Mustafa al-Nahhas Cabinet
,Q41796061,First Mustafa al-Nahhas Cabinet,1928-03-16,11,,,1928-06-25,11,,,,,,,Q41796060,Second ʿAbd al-Khaliq Tharwat Cabinet,Q41796062,First Muhammad Mahmoud Pasha Cabinet
,Q41796062,First Muhammad Mahmoud Pasha Cabinet,1928-06-25,11,,,1929-10-02,11,,,,,,,Q41796061,First Mustafa al-Nahhas Cabinet,Q41796063,Third ʿAdli Yakan Cabinet
,Q41796063,Third ʿAdli Yakan Cabinet,1929-10-03,11,,,1930-01-01,11,,,,,,,Q41796062,First Muhammad Mahmoud Pasha Cabinet,Q41796064,Second Mustafa al-Nahhas Cabinet
,Q41796064,Second Mustafa al-Nahhas Cabinet,1930-01-01,11,,,1930-06-19,11,,,,,,,Q41796063,Third ʿAdli Yakan Cabinet,Q41796065,First Ismaʿil Sidqi Cabinet
,Q41796065,First Ismaʿil Sidqi Cabinet,1930-06-19,11,,,1933-01-04,11,,,,,,,Q41796064,Second Mustafa al-Nahhas Cabinet,Q41796066,Second Ismaʿil Sidqi Cabinet
,Q41796066,Second Ismaʿil Sidqi Cabinet,1933-01-04,11,,,1933-09-27,11,,,,,,,Q41796065,First Ismaʿil Sidqi Cabinet,Q41796067,Abdel Fattah Yahya Ibrahim Pasha Cabinet
,Q41796067,Abdel Fattah Yahya Ibrahim Pasha Cabinet,1933-09-27,11,,,1934-11-14,11,,,,,,,Q41796066,Second Ismaʿil Sidqi Cabinet,Q41796068,Third Muhammad Tawfiq Nasim Pasha Cabinet
,Q41796068,Third Muhammad Tawfiq Nasim Pasha Cabinet,1934-11-15,11,,,1936-01-30,11,,,,,,,Q41796067,Abdel Fattah Yahya Ibrahim Pasha Cabinet,Q41796069,First ʿAli Mahir Cabinet
,Q41796069,First ʿAli Mahir Cabinet,1936-01-30,11,,,1936-05-09,11,,,,,,,Q41796068,Third Muhammad Tawfiq Nasim Pasha Cabinet,Q41796070,Third Mustafa al-Nahhas Cabinet
,Q41796070,Third Mustafa al-Nahhas Cabinet,1936-05-09,11,,,1937-08-01,11,,,,,,,Q41796069,First ʿAli Mahir Cabinet,Q41796071,Fourth Mustafa al-Nahhas Cabinet
,Q41796071,Fourth Mustafa al-Nahhas Cabinet,1937-08-01,11,,,1937-12-30,11,,,,,,,Q41796070,Third Mustafa al-Nahhas Cabinet,Q41796072,Second Muhammad Mahmoud Pasha Cabinet
,Q41796072,Second Muhammad Mahmoud Pasha Cabinet,1937-12-30,11,,,1938-04-27,11,,,,,,,Q41796071,Fourth Mustafa al-Nahhas Cabinet,Q41796073,Third Muhammad Mahmoud Pasha Cabinet
,Q41796073,Third Muhammad Mahmoud Pasha Cabinet,1938-04-27,11,,,1938-06-24,11,,,,,,,Q41796072,Second Muhammad Mahmoud Pasha Cabinet,Q41796074,Fourth Muhammad Mahmoud Pasha Cabinet
,Q41796074,Fourth Muhammad Mahmoud Pasha Cabinet,1938-06-24,11,,,1939-08-18,11,,,,,,,Q41796073,Third Muhammad Mahmoud Pasha Cabinet,Q41796075,Second ʿAli Mahir Cabinet
,Q41796075,Second ʿAli Mahir Cabinet,1939-08-18,11,,,1940-06-27,11,,,,,,,Q41796074,Fourth Muhammad Mahmoud Pasha Cabinet,Q41796076,Hassan Sabry Pasha Cabinet
,Q41796076,Hassan Sabry Pasha Cabinet,1940-06-27,11,,,1940-11-14,11,,,,,,,Q41796075,Second ʿAli Mahir Cabinet,Q41796077,First Hussein Sirri Pasha Cabinet
,Q41796077,First Hussein Sirri Pasha Cabinet,1940-11-15,11,,,1941-07-31,11,,,,,,,Q41796076,Hassan Sabry Pasha Cabinet,Q41796078,Second Hussein Sirri Pasha Cabinet
,Q41796078,Second Hussein Sirri Pasha Cabinet,1941-07-31,11,,,1942-02-04,11,,,,,,,Q41796077,First Hussein Sirri Pasha Cabinet,Q41796079,Fifth Mustafa al-Nahhas Cabinet
,Q41796079,Fifth Mustafa al-Nahhas Cabinet,1942-02-04,11,,,1942-05-26,11,,,,,,,Q41796078,Second Hussein Sirri Pasha Cabinet,Q41796080,Sixth Mustafa al-Nahhas Cabinet
,Q41796080,Sixth Mustafa al-Nahhas Cabinet,1942-05-26,11,,,1944-10-08,11,,,,,,,Q41796079,Fifth Mustafa al-Nahhas Cabinet,Q41796082,First Ahmad Mahir Cabinet
,Q41796082,First Ahmad Mahir Cabinet,1944-10-08,11,,,1945-01-15,11,,,,,,,Q41796080,Sixth Mustafa al-Nahhas Cabinet,Q41796083,Second Ahmad Mahir Cabinet
,Q41796083,Second Ahmad Mahir Cabinet,1945-01-15,11,,,1945-02-24,11,,,,,,,Q41796082,First Ahmad Mahir Cabinet,Q41796084,First Mahmud Fahmi al-Nuqrashi Cabinet
,Q41796084,First Mahmud Fahmi al-Nuqrashi Cabinet,1945-02-24,11,,,1946-02-15,11,,,,,,,Q41796083,Second Ahmad Mahir Cabinet,Q41796085,Third Ismaʿil Sidqi Cabinet
,Q41796085,Third Ismaʿil Sidqi Cabinet,1946-02-16,11,,,1946-12-09,11,,,,,,,Q41796084,First Mahmud Fahmi al-Nuqrashi Cabinet,Q41796086,Second Mahmud Fahmi al-Nuqrashi Cabinet
,Q41796086,Second Mahmud Fahmi al-Nuqrashi Cabinet,1946-12-09,11,,,1948-12-28,11,,,,,,,Q41796085,Third Ismaʿil Sidqi Cabinet,Q41796087,Ibrahim Abdel Hadi Pasha Cabinet
,Q41796087,Ibrahim Abdel Hadi Pasha Cabinet,1948-12-28,11,,,1949-07-25,11,,,,,,,Q41796086,Second Mahmud Fahmi al-Nuqrashi Cabinet,Q41796088,Third Hussein Sirri Pasha Cabinet
,Q41796088,Third Hussein Sirri Pasha Cabinet,1949-07-25,11,,,1949-11-03,11,,,,,,,Q41796087,Ibrahim Abdel Hadi Pasha Cabinet,Q41796089,Fourth Hussein Sirri Pasha Cabinet
,Q41796089,Fourth Hussein Sirri Pasha Cabinet,1949-11-03,11,,,1950-01-12,11,,,,,,,Q41796088,Third Hussein Sirri Pasha Cabinet,Q41796090,Seventh Mustafa al-Nahhas Cabinet
,Q41796090,Seventh Mustafa al-Nahhas Cabinet,1950-01-12,11,,,1952-01-27,11,,,,,,,Q41796089,Fourth Hussein Sirri Pasha Cabinet,Q41796091,Third ʿAli Mahir Cabinet
,Q41796091,Third ʿAli Mahir Cabinet,1952-01-27,11,,,1952-03-01,11,,,,,,,Q41796090,Seventh Mustafa al-Nahhas Cabinet,Q41796092,First Ahmad Najib al-Hilali Cabinet
,Q41796092,First Ahmad Najib al-Hilali Cabinet,1952-03-01,11,,,1952-07-02,11,,,,,,,Q41796091,Third ʿAli Mahir Cabinet,Q41796093,Fifth Hussein Sirri Pasha Cabinet
,Q41796093,Fifth Hussein Sirri Pasha Cabinet,1952-07-02,11,,,1952-07-22,11,,,,,,,Q41796092,First Ahmad Najib al-Hilali Cabinet,Q41796094,Second Ahmad Najib al-Hilali Cabinet
,Q41796094,Second Ahmad Najib al-Hilali Cabinet,1952-07-22,11,,,1952-07-23,11,,,,,,,Q41796093,Fifth Hussein Sirri Pasha Cabinet,Q41796095,Fourth ʿAli Mahir Cabinet
,Q41796095,Fourth ʿAli Mahir Cabinet,1952-07-24,11,,,1952-09-07,11,,,,,,,Q41796094,Second Ahmad Najib al-Hilali Cabinet,Q21003827,First Mohamed Naguib Cabinet
,Q21003827,First Mohamed Naguib Cabinet,1952-09-08,11,,,1953-01-01,9,1953-06-18,11,,,,,Q41796095,Fourth ʿAli Mahir Cabinet,Q21006661,Second Mohamed Naguib Cabinet
,Q21006661,Second Mohamed Naguib Cabinet,1953-06-18,11,,,1954-01-01,9,1954-02-25,11,,,,,Q21003827,First Mohamed Naguib Cabinet,Q21003796,First Gamal Abdel Nasser Cabinet
,Q21003796,First Gamal Abdel Nasser Cabinet,1954-02-25,11,,,1954-03-01,10,1954-02-27,11,,,,,Q21006661,Second Mohamed Naguib Cabinet,Q22935119,Q22935119
,Q22935119,Q22935119,1954-03-08,11,,,1954-04-18,11,,,,,,,Q21003796,First Gamal Abdel Nasser Cabinet,Q21003735,Q21003735
,Q1368402,Hesham Qandil Cabinet,2012-08-02,11,,,2013-07-08,11,,,Q1719908,Second Ganzouri Cabinet,Q16639668,Q16639668,Q1719908,Second Ganzouri Cabinet,Q14015402,Beblawi Cabinet
,Q14015402,Beblawi Cabinet,2013-07-16,11,2013-01-01,9,2014-03-01,11,,,Q16639668,Q16639668,Q15895349,Mahlab Cabinet,Q1368402,Hesham Qandil Cabinet,Q15895349,Mahlab Cabinet
,Q15895349,Mahlab Cabinet,2014-03-01,11,2014-01-01,9,2014-06-08,11,,,Q14015402,Beblawi Cabinet,Q17277771,Second Mahlab Cabinet,Q14015402,Beblawi Cabinet,Q17277771,Second Mahlab Cabinet
,Q17277771,Second Mahlab Cabinet,2014-06-17,11,,,2015-03-05,11,,,Q15895349,Mahlab Cabinet,Q20984764,Sherif Ismail Cabinet,Q15895349,Mahlab Cabinet,Q20984764,Sherif Ismail Cabinet
,Q20090817,Third Mahlab Cabinet,2015-03-05,11,,,2015-09-19,11,,,Q17277771,Second Mahlab Cabinet,Q20984764,Sherif Ismail Cabinet,Q17277771,Second Mahlab Cabinet,Q20984764,Sherif Ismail Cabinet
,Q20984764,Sherif Ismail Cabinet,2015-09-19,11,,,2018-06-07,11,,,Q17277771,Second Mahlab Cabinet,Q54869459,Moustafa Madbouly Cabinet,Q20090817,Third Mahlab Cabinet,Q54869459,Moustafa Madbouly Cabinet
,Q20984764,Sherif Ismail Cabinet,2015-09-19,11,,,2018-06-07,11,,,Q20090817,Third Mahlab Cabinet,Q54869459,Moustafa Madbouly Cabinet,Q20090817,Third Mahlab Cabinet,Q54869459,Moustafa Madbouly Cabinet
,Q54869459,Moustafa Madbouly Cabinet,2018-06-07,11,,,,,,,Q20984764,Sherif Ismail Cabinet,,,Q20984764,Sherif Ismail Cabinet,,
