wanted,position,positionid,from,start,end
Q4812987,Minister of Communications,Q70569925,Q1764612,2012-08-02,2013-01-05
Q3319087,Minister of Culture,Q110323357,Q5515376,2011-02-01,2011-02-09
Q12179817,Minister of Health,Q101070195,Q43133038,2011-01-30,2011-02-21
Q45917,President,Q15618993,Q34105,1981-10-14,2011-02-11
Q12181626,Chief of the General Staff,Q50564219,Q12224134,1981-03-04,2022-03-23
